Median_Household_Income_2018,PCTPOVALL_2018,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Obesity_prevalence,diabetes_prevalence,COPD_prevalence,Heart disease_number
37206.0,23.5,35.4,17.2,34.8,16.2,9.8,9.0
65150.0,8.7,31.8,20.2,32.5,10.6,8.7,7.1
45445.0,17.9,38.7,13.6,36.0,12.5,7.9,7.7
63297.0,11.3,29.3,31.4,34.0,11.1,7.7,6.9
36762.0,19.7,44.5,10.5,37.7,16.3,14.2,12.2
53050.0,14.3,40.9,18.9,35.0,11.6,8.2,8.8
64777.0,6.9,28.5,32.4,30.2,11.3,8.7,8.0
55136.0,16.8,21.2,46.0,29.3,8.4,6.2,5.4
58205.0,12.8,38.8,20.6,35.7,13.1,8.5,7.3
38304.0,21.2,32.9,15.3,40.5,19.2,12.3,12.6
39439.0,16.6,37.4,10.9,34.7,15.2,9.9,12.1
55834.0,12.3,36.8,15.9,36.3,14.3,9.0,9.0
50951.0,15.5,39.1,14.6,37.8,15.0,10.9,10.2
54339.0,12.0,33.1,17.1,32.2,11.0,7.0,7.2
47198.0,10.9,31.1,27.1,33.9,13.0,8.8,10.1
35841.0,24.6,36.1,14.1,40.9,18.1,12.5,10.6
54265.0,11.1,42.6,13.7,35.2,13.7,10.9,8.8
53904.0,9.7,43.6,15.8,37.0,12.4,10.0,8.7
46720.0,15.6,38.2,13.8,39.1,15.5,9.6,9.9
43200.0,20.8,25.4,34.8,30.1,9.9,6.9,6.3
43585.0,20.4,28.6,18.5,32.0,14.2,11.0,10.9
52560.0,11.7,38.2,17.8,37.4,11.3,6.9,8.2
42469.0,17.4,35.0,14.5,37.6,15.4,10.0,10.3
48409.0,17.2,28.0,30.4,33.1,12.2,8.6,6.6
52541.0,11.2,41.4,16.9,37.1,11.5,7.9,8.1
52741.0,14.7,30.4,17.8,38.1,15.2,9.0,8.7
42503.0,17.6,31.1,22.1,37.3,16.6,10.5,11.6
60241.0,16.5,23.2,31.0,36.3,13.4,6.0,6.2
45074.0,15.5,37.0,15.3,35.1,13.1,11.1,9.3
48826.0,15.1,38.6,17.6,35.8,14.8,10.2,10.1
51348.0,12.9,33.0,16.6,34.0,14.0,10.2,9.8
57196.0,13.0,27.5,31.2,36.3,12.9,8.9,7.8
44951.0,27.5,50.3,8.9,41.6,13.9,9.7,9.0
42354.0,21.5,35.7,14.1,39.8,15.1,11.0,10.4
49073.0,12.7,34.7,23.1,34.6,12.3,8.9,9.3
52633.0,15.0,32.2,26.4,36.5,13.3,8.4,8.1
47073.0,18.4,28.1,28.1,35.4,10.8,6.6,7.4
46187.0,14.4,30.6,22.6,34.3,11.3,8.8,7.8
51497.0,11.2,33.3,20.2,36.4,11.4,7.7,8.3
79358.0,5.7,21.1,40.1,37.0,8.0,4.8,4.9
61929.0,11.2,29.2,29.3,29.6,8.7,5.2,6.3
54514.0,13.0,38.2,22.1,32.8,12.1,9.6,8.4
49609.0,13.2,42.5,24.0,32.2,11.3,6.6,8.6
52573.0,12.8,45.5,17.8,35.9,13.2,9.8,9.3
52840.0,10.3,36.7,27.0,29.8,11.1,7.4,8.1
40541.0,17.5,41.3,11.5,38.6,15.5,12.9,10.7
50587.0,12.1,26.5,13.6,36.8,12.7,7.5,7.3
60944.0,10.1,32.6,27.4,33.7,13.6,10.3,8.8
71374.0,8.1,33.1,26.1,32.3,10.5,8.2,7.3
51393.0,14.4,25.2,29.1,29.4,9.7,6.1,6.1
51606.0,11.3,29.0,29.0,36.7,12.5,7.9,8.4
26449.0,33.2,41.2,9.9,48.9,21.9,12.4,10.7
55531.0,9.3,28.0,19.7,36.3,11.7,7.7,8.5
44774.0,13.6,32.5,23.5,35.6,14.7,9.8,10.5
31716.0,30.7,42.9,8.8,41.6,22.3,12.4,11.4
38194.0,20.6,37.3,14.1,39.7,15.2,11.5,10.6
122035.0,6.1,12.8,61.1,22.2,8.4,4.3,4.9
31876.0,48.4,29.5,15.8,41.3,18.8,11.8,11.4
40686.0,20.4,39.8,12.1,41.2,16.2,10.4,9.3
43245.0,15.8,40.0,15.1,34.6,15.1,11.3,11.2
55518.0,12.0,43.5,15.5,39.9,13.5,10.7,8.4
41750.0,24.0,55.6,7.4,36.4,13.3,9.6,9.1
46440.0,21.7,30.0,23.3,34.9,13.6,9.8,8.2
54722.0,10.2,36.0,21.8,30.9,11.7,6.8,9.3
38418.0,23.6,44.5,12.7,37.7,17.3,11.5,10.2
45419.0,16.5,43.4,13.1,39.5,13.4,10.8,9.4
60163.0,10.5,28.6,28.6,33.1,14.0,9.8,9.9
55167.0,11.8,28.0,24.9,38.4,10.5,6.9,7.3
40602.0,20.3,34.9,20.2,30.8,14.3,9.9,10.6
51921.0,13.7,33.9,15.9,34.4,12.8,7.9,8.1
38092.0,22.2,40.7,13.1,42.2,19.1,12.0,11.1
29362.0,31.3,38.6,8.9,42.8,18.8,18.1,13.8
39450.0,15.3,37.2,18.9,37.7,14.9,10.7,10.5
52401.0,13.8,42.2,16.0,38.3,11.0,7.3,7.6
37038.0,22.2,40.4,11.8,38.8,16.3,14.3,11.1
46027.0,17.9,33.5,18.0,36.0,16.6,11.0,10.1
45401.0,14.5,34.9,17.9,37.7,13.3,8.7,10.2
50819.0,15.3,39.5,11.6,38.2,14.6,12.2,10.0
60239.0,8.5,34.9,19.3,34.2,10.3,6.2,7.1
64863.0,11.4,30.3,25.5,33.4,13.1,8.9,7.8
54862.0,12.8,37.4,23.1,35.7,12.8,9.9,8.5
45163.0,20.5,40.4,13.8,41.0,14.7,12.1,9.8
65379.0,8.5,37.3,17.1,30.4,9.3,5.9,5.8
56848.0,15.0,24.2,25.8,33.0,13.2,7.9,8.0
50956.0,15.9,46.4,18.2,35.3,12.0,8.9,7.9
54514.0,11.4,27.7,24.0,33.8,12.8,8.5,10.4
76235.0,9.0,32.0,26.3,33.3,11.0,6.8,8.3
52313.0,11.8,29.9,16.6,33.9,10.9,9.0,7.8
43502.0,20.0,43.5,8.4,39.2,13.1,10.2,8.6
39254.0,23.5,41.5,12.9,34.8,15.5,11.7,10.5
44906.0,20.7,33.1,20.4,33.4,13.6,9.6,8.3
49965.0,17.8,38.6,11.7,35.1,11.7,9.7,8.3
52277.0,11.5,52.2,13.4,31.5,12.6,9.7,8.8
51105.0,13.8,36.6,16.9,35.3,14.6,10.3,9.0
50388.0,13.5,38.5,17.0,33.2,12.1,10.8,9.4
48805.0,17.0,33.6,21.1,41.4,13.2,9.6,8.7
40072.0,29.6,42.5,13.1,37.6,13.6,5.5,6.6
39859.0,17.4,44.2,12.7,39.4,16.1,13.5,11.2
81850.0,6.5,27.8,27.4,32.8,7.7,4.8,5.1
46184.0,15.9,41.5,14.2,36.9,13.0,11.4,10.1
40680.0,21.6,33.4,19.7,30.1,14.4,10.4,10.3
51300.0,13.8,26.5,27.2,30.1,10.5,6.7,6.6
41642.0,20.2,30.9,23.1,35.2,15.3,9.9,8.8
39079.0,20.0,44.1,15.2,35.2,17.4,10.3,9.9
42792.0,15.3,33.5,17.5,33.7,12.6,10.8,9.9
57821.0,15.3,30.2,32.1,30.6,12.1,8.0,7.0
53738.0,13.0,30.6,21.9,32.3,12.2,8.8,8.0
56960.0,10.6,39.7,17.4,36.1,12.1,9.7,7.8
69880.0,7.7,31.0,31.8,33.5,10.5,7.9,6.2
54213.0,12.5,33.9,14.7,34.7,11.9,7.0,7.5
70036.0,9.5,39.0,11.7,31.5,11.2,8.4,7.7
75663.0,8.0,20.3,42.1,32.7,10.6,6.9,6.6
41445.0,25.7,23.7,36.0,31.4,10.5,7.8,6.9
56678.0,11.0,33.5,31.0,29.5,10.0,8.0,8.7
42412.0,19.1,34.6,15.9,35.8,16.0,10.0,9.2
43402.0,15.3,36.5,14.8,35.7,15.5,9.9,10.5
52689.0,13.6,38.2,15.7,33.7,12.5,10.4,8.9
51552.0,10.2,33.5,18.0,36.9,11.5,7.1,8.5
41413.0,18.9,29.0,15.3,38.8,19.5,9.4,11.8
53621.0,13.9,35.2,13.6,38.7,14.2,7.3,7.7
62519.0,11.4,37.2,24.5,32.9,11.2,7.8,7.2
43125.0,19.0,38.3,16.9,40.3,17.2,9.8,9.0
47153.0,12.9,38.5,16.0,39.4,14.5,10.0,9.7
36908.0,20.7,35.9,13.4,42.3,20.3,11.7,11.0
49292.0,12.4,33.3,21.5,36.0,13.2,10.8,10.1
43852.0,17.7,28.2,29.5,32.5,10.9,7.6,7.2
43226.0,22.2,34.9,14.0,41.1,15.7,10.0,10.0
47401.0,13.1,36.1,20.0,35.4,13.3,10.7,10.0
42351.0,19.7,38.0,21.5,37.8,13.3,10.8,9.1
27292.0,35.4,44.9,5.4,45.8,21.3,19.9,15.1
52486.0,13.2,31.5,21.0,36.7,13.1,9.6,9.3
43948.0,20.5,23.9,22.8,37.8,15.0,5.6,6.6
37177.0,24.6,33.2,14.1,42.4,20.2,8.3,10.2
63088.0,11.3,39.0,18.3,36.5,10.5,8.9,7.1
45512.0,14.5,37.0,25.4,30.9,12.0,10.1,8.3
51730.0,11.9,44.1,16.6,36.9,13.3,9.9,8.1
66387.0,9.9,33.8,17.5,39.5,12.3,8.3,7.8
35446.0,25.2,43.7,8.3,40.4,16.9,15.5,12.5
55444.0,11.8,43.2,13.4,38.5,13.7,11.1,9.0
47225.0,16.9,43.1,16.6,35.0,12.7,10.8,9.3
43302.0,16.2,30.4,13.1,38.8,18.1,11.8,11.0
55874.0,13.2,25.8,36.7,30.1,11.5,8.3,7.2
54478.0,14.0,40.5,16.3,35.1,13.1,9.9,9.2
59990.0,9.6,37.7,20.4,33.0,10.7,7.5,7.9
37562.0,25.7,33.2,18.6,37.1,17.0,9.7,8.4
49403.0,18.2,41.9,15.8,35.9,14.5,10.1,8.6
39776.0,20.0,46.1,16.6,39.3,15.8,13.6,10.9
57363.0,15.3,31.9,20.9,37.0,12.7,10.3,9.0
32597.0,24.1,28.8,14.3,41.5,19.9,12.6,13.2
56052.0,11.6,24.9,17.6,40.9,13.8,7.3,7.2
33116.0,29.4,24.7,23.8,39.3,18.6,10.5,9.5
50774.0,11.4,35.6,23.5,31.1,13.4,8.7,10.1
50834.0,14.6,32.7,19.4,34.3,12.6,9.4,9.0
36863.0,25.7,37.3,19.2,37.5,14.9,13.2,10.4
41471.0,18.6,45.0,12.1,33.1,14.1,11.3,10.5
43533.0,26.7,41.1,9.0,41.1,16.7,9.6,8.8
60896.0,8.4,41.1,23.0,34.6,12.9,9.9,8.4
46195.0,17.3,36.1,15.6,37.1,14.3,11.0,9.2
37365.0,24.5,43.9,16.1,41.2,18.6,11.4,10.4
51327.0,10.6,31.0,24.3,38.3,12.7,8.1,9.4
51712.0,9.6,30.9,25.1,37.4,12.5,8.2,8.5
54658.0,10.0,35.9,19.3,37.0,11.6,8.1,8.7
51560.0,14.8,45.9,11.1,37.3,13.5,11.0,8.4
46962.0,11.3,27.3,17.9,38.0,14.3,9.0,9.2
55737.0,14.5,36.7,20.1,35.3,14.4,9.2,8.2
44811.0,16.6,38.4,21.4,37.2,12.3,9.3,8.5
37370.0,23.7,44.3,10.1,38.5,14.5,11.6,10.3
35025.0,17.8,43.4,10.0,37.7,17.0,13.8,12.8
72008.0,9.2,22.8,36.1,32.3,11.2,5.8,5.6
46396.0,13.1,36.8,17.9,32.8,12.8,11.0,9.5
40484.0,25.2,41.2,13.4,40.0,14.1,11.4,9.3
50396.0,14.3,39.9,13.0,41.8,12.2,10.6,8.9
62835.0,8.8,31.6,24.1,33.4,11.9,8.5,7.5
92284.0,5.2,31.4,34.9,26.2,9.6,6.3,6.3
50750.0,11.3,28.4,27.7,30.1,10.7,6.3,6.8
54250.0,9.2,30.6,25.9,34.9,12.9,7.9,9.9
54096.0,14.8,32.9,24.7,33.3,12.9,9.5,8.2
89584.0,8.0,27.5,41.2,25.2,7.9,5.6,5.7
60166.0,9.7,35.9,20.8,34.5,11.5,7.9,8.5
49147.0,12.2,43.8,20.1,30.5,13.2,9.8,9.1
40195.0,26.7,38.7,12.9,39.8,15.0,12.6,10.3
43785.0,22.1,40.7,15.3,38.1,14.5,12.0,9.8
37987.0,23.4,38.4,15.2,36.5,15.0,12.7,10.2
40395.0,23.9,35.8,30.0,29.3,9.6,8.2,6.8
49287.0,15.2,44.2,13.4,34.8,13.5,10.8,8.7
54865.0,11.3,36.4,19.5,34.7,11.5,7.9,8.6
37259.0,23.6,33.3,23.6,37.6,13.4,8.6,7.6
38818.0,22.9,37.3,12.7,40.1,19.0,11.2,10.3
47572.0,14.5,41.8,11.7,35.7,14.5,10.2,10.2
55008.0,14.4,30.7,17.6,37.2,15.4,8.5,9.5
64456.0,9.2,34.2,22.7,36.8,10.6,7.0,7.5
39292.0,21.6,47.5,15.1,41.5,16.8,15.4,12.2
59800.0,11.9,29.2,21.1,37.3,12.9,7.4,8.0
71695.0,7.3,32.9,35.8,27.7,10.2,6.7,6.6
51962.0,10.7,41.2,15.3,35.0,11.9,7.0,8.3
56862.0,9.2,44.9,14.9,35.2,13.0,10.3,8.3
60767.0,11.9,36.6,14.4,33.8,9.9,6.5,6.4
52576.0,11.6,31.8,23.9,23.8,10.9,8.1,8.5
87817.0,6.4,20.4,41.1,30.6,9.6,5.0,5.4
63477.0,14.3,20.8,43.4,29.4,13.5,6.0,5.7
55202.0,11.1,46.6,13.6,38.2,12.4,10.5,8.8
46835.0,14.0,41.7,14.8,39.0,14.4,11.2,9.1
59567.0,9.1,38.8,24.5,34.5,11.3,7.7,7.9
43894.0,16.1,36.5,13.5,38.9,15.7,11.2,10.8
58448.0,14.5,23.2,42.1,31.2,8.8,5.6,5.0
52550.0,11.2,36.0,19.7,34.3,13.6,9.3,9.6
41556.0,15.2,38.3,17.6,29.2,15.0,13.5,13.0
66209.0,7.1,39.2,16.7,34.3,10.3,6.2,7.1
49034.0,11.0,31.7,18.8,34.2,10.9,7.5,8.0
54583.0,15.5,43.5,11.3,40.5,14.5,12.4,9.7
39169.0,27.0,47.9,10.4,41.4,15.9,11.8,10.5
28080.0,43.0,40.8,8.9,43.4,18.8,11.6,11.2
50064.0,13.9,43.2,18.5,36.2,15.0,12.9,10.6
47132.0,18.4,46.1,9.8,37.9,16.0,13.9,11.1
56492.0,12.4,38.8,22.3,31.7,10.9,7.5,7.7
47057.0,20.7,18.5,46.0,27.9,7.1,4.9,4.3
39627.0,20.3,34.2,16.7,37.5,15.3,9.6,10.2
48976.0,15.2,40.7,19.9,35.5,11.4,9.1,8.0
56432.0,11.3,44.0,13.7,39.9,14.1,12.5,9.9
36317.0,21.2,42.1,12.1,38.6,16.3,14.5,11.5
48780.0,17.7,39.6,12.6,35.6,13.0,9.3,8.8
51028.0,11.2,35.6,24.4,30.0,12.6,7.5,8.4
60309.0,10.2,36.1,25.5,31.0,11.5,8.9,8.3
51456.0,15.3,25.0,33.9,31.7,11.1,7.6,7.0
116719.0,5.2,14.0,61.4,24.5,9.2,4.6,4.9
42407.0,30.8,29.8,15.6,41.1,16.4,11.0,11.2
39491.0,21.3,33.3,12.7,35.4,15.6,12.5,10.5
42715.0,20.2,32.7,23.8,36.0,13.7,8.8,8.0
35156.0,24.6,45.6,11.6,41.3,18.6,13.8,12.2
45734.0,16.5,45.4,10.7,39.3,14.9,10.9,10.4
44709.0,21.3,35.6,17.2,35.9,14.2,8.4,10.2
47905.0,13.1,40.8,14.1,36.8,12.4,8.5,9.0
60556.0,9.0,38.2,23.5,33.3,11.9,8.6,8.2
44439.0,12.7,31.8,22.6,37.2,13.0,8.6,8.9
48670.0,12.6,34.6,17.1,39.9,14.5,9.4,9.6
50482.0,12.5,35.9,22.3,37.9,12.1,8.5,9.3
42781.0,21.9,38.3,9.7,36.1,16.3,11.8,10.0
46764.0,19.5,26.6,14.0,36.6,13.5,7.7,7.9
57599.0,11.8,47.4,19.6,35.2,11.8,8.7,8.1
58398.0,9.2,37.5,28.5,31.0,11.3,8.1,7.8
59240.0,10.3,32.8,21.6,36.4,13.6,8.8,9.3
73718.0,8.3,28.8,26.8,35.5,11.0,7.3,7.1
50637.0,11.7,31.1,24.0,35.6,10.0,7.1,7.4
60979.0,8.8,29.6,25.4,34.3,10.3,5.9,7.5
47892.0,18.0,27.8,18.4,36.6,13.0,7.7,6.7
44571.0,16.0,32.6,17.8,39.9,14.0,9.3,8.9
46417.0,15.5,34.8,16.9,35.0,14.0,9.1,10.0
43799.0,15.8,35.2,17.5,36.0,13.4,10.3,9.1
52910.0,14.8,27.7,18.8,28.8,10.0,6.2,6.4
48368.0,15.8,32.4,24.4,29.0,11.5,7.9,8.6
53161.0,18.1,23.5,29.6,31.8,11.0,8.0,7.4
77571.0,6.7,31.5,31.8,32.0,10.1,6.9,6.8
28024.0,35.5,36.1,15.0,49.9,24.0,13.1,11.8
63241.0,10.3,36.4,19.6,33.3,11.9,9.9,7.8
34358.0,26.0,38.4,13.3,38.3,17.4,15.8,12.5
52166.0,15.4,23.8,35.3,35.7,12.4,7.3,6.9
37071.0,32.5,32.1,18.4,38.3,15.2,9.5,10.2
42606.0,19.2,35.0,18.0,38.2,15.8,9.5,8.7
54774.0,14.2,29.9,17.7,35.7,14.1,6.5,7.7
46281.0,14.9,36.0,17.6,34.4,12.3,7.6,9.1
40814.0,23.8,47.9,12.7,37.5,13.1,10.9,8.9
60859.0,8.5,36.5,23.1,34.8,10.6,7.2,8.0
57674.0,17.0,32.1,18.0,32.2,12.6,8.4,8.4
59744.0,8.1,34.6,23.3,33.7,11.5,7.4,7.5
66898.0,10.4,32.7,28.2,32.3,11.6,9.3,8.4
58361.0,14.7,27.1,32.7,32.5,12.3,7.5,6.8
37338.0,24.7,39.4,13.9,41.9,16.5,12.2,11.8
47065.0,15.6,38.8,16.4,36.0,16.0,10.7,11.0
58987.0,10.1,41.8,17.7,33.4,11.8,9.4,7.4
62792.0,9.4,33.1,23.2,33.5,10.7,6.2,8.0
47547.0,17.3,44.1,14.2,40.4,15.2,10.9,9.4
41806.0,26.7,34.9,10.2,39.8,14.3,7.2,7.6
52310.0,14.4,37.8,22.8,38.2,13.1,9.6,8.4
50312.0,15.1,39.0,18.3,37.2,12.7,9.9,8.7
52320.0,16.3,30.2,28.6,32.6,9.6,6.5,6.6
61375.0,8.7,34.8,25.9,33.7,11.2,8.4,7.6
33652.0,37.3,33.1,11.7,34.8,17.0,12.8,10.9
36132.0,24.3,44.0,12.4,43.2,19.3,12.3,11.6
61186.0,10.4,31.3,28.9,31.6,12.1,8.2,7.8
34054.0,23.0,49.7,9.3,41.3,18.3,16.8,13.3
69297.0,9.0,25.2,31.2,33.2,10.7,6.9,6.4
49280.0,18.6,34.8,16.8,36.2,11.8,9.6,7.3
54012.0,9.7,24.3,31.8,31.0,12.4,8.7,9.0
45089.0,12.7,35.7,23.1,33.8,15.3,11.3,11.6
100887.0,6.0,26.9,39.9,27.3,9.5,6.7,6.2
57952.0,13.7,33.6,18.2,35.3,11.3,7.3,7.5
41440.0,25.6,39.1,13.2,33.6,14.8,10.1,8.4
55013.0,13.0,34.2,23.8,31.3,12.4,9.1,8.0
46645.0,13.4,34.3,21.8,37.8,15.1,11.9,11.4
53785.0,11.1,30.8,17.1,39.5,13.7,8.4,8.6
50531.0,14.9,33.8,21.9,39.8,12.9,9.3,7.8
38633.0,23.9,39.4,12.5,37.4,15.8,11.1,9.4
43083.0,14.5,34.6,19.6,38.9,14.8,9.7,9.8
69089.0,7.8,28.4,32.1,29.9,11.0,7.6,7.3
55583.0,14.9,29.2,26.2,30.0,11.4,8.9,7.7
51848.0,9.3,32.2,18.2,36.1,13.8,8.8,10.4
90155.0,5.9,23.8,48.7,28.7,9.4,5.7,5.9
60608.0,6.5,30.7,26.0,33.2,9.8,6.4,6.8
62958.0,14.2,22.7,42.8,30.7,11.0,6.4,5.9
46600.0,13.4,31.6,14.8,37.3,13.2,9.9,8.7
87959.0,7.0,26.6,35.8,32.9,11.6,6.8,6.4
56259.0,11.0,32.7,18.4,38.5,11.5,7.9,8.3
65635.0,10.3,36.0,21.1,32.4,10.9,8.3,7.4
36730.0,26.9,34.1,15.5,42.1,17.5,11.3,10.0
51867.0,12.7,38.6,20.0,36.2,14.1,10.5,10.4
53811.0,11.4,34.0,19.9,37.8,12.0,8.3,8.7
60314.0,10.6,29.9,21.2,34.2,11.9,7.3,9.2
37665.0,15.8,38.6,19.9,40.2,16.4,13.9,11.7
46930.0,13.6,33.8,18.8,35.8,13.9,11.6,10.7
98875.0,4.0,17.7,39.5,30.1,7.9,4.4,4.9
48450.0,15.3,33.3,28.1,36.8,11.9,8.6,8.4
66059.0,12.1,24.0,31.5,33.2,12.0,6.2,6.2
55860.0,15.4,26.8,32.7,32.4,12.9,9.4,8.1
50480.0,13.5,27.6,24.0,37.5,12.9,8.6,8.2
51577.0,13.5,38.3,16.7,34.3,11.5,9.4,8.4
58132.0,15.1,26.7,33.6,34.3,8.1,4.9,5.5
32917.0,27.0,43.2,9.5,40.7,18.4,17.3,12.8
48533.0,19.5,39.9,16.3,38.0,15.1,10.3,9.8
44230.0,17.5,34.2,12.2,39.0,14.5,7.0,7.6
60826.0,12.8,32.1,27.4,30.2,12.7,7.5,7.6
53805.0,9.4,32.4,27.1,34.4,10.9,7.4,8.3
53882.0,15.4,30.5,30.0,32.5,10.4,7.4,6.8
65439.0,12.4,32.2,23.3,32.6,10.7,7.8,7.4
50089.0,14.9,36.8,18.6,38.7,13.9,10.5,9.0
73831.0,5.6,32.8,30.3,34.0,11.1,8.0,6.6
59440.0,11.1,32.0,24.5,33.1,10.5,6.7,8.0
61027.0,12.5,32.9,25.4,35.4,10.7,8.6,7.3
58738.0,13.3,28.6,30.7,30.1,10.3,6.0,7.4
83330.0,9.7,20.9,23.2,36.9,13.0,7.8,8.2
60975.0,8.4,32.6,21.9,30.4,10.4,6.3,7.9
115301.0,5.8,23.0,45.2,25.0,9.9,5.7,6.0
60626.0,8.4,37.6,20.4,35.2,10.4,6.1,7.2
75027.0,9.7,32.1,30.8,35.4,12.6,9.8,8.2
53469.0,14.3,38.9,23.2,34.7,11.9,8.3,8.0
61652.0,10.3,29.1,34.7,22.5,13.1,10.1,10.7
42618.0,17.2,34.3,19.8,39.0,16.8,10.7,10.5
50644.0,14.7,27.3,26.4,31.2,11.8,8.4,7.5
49732.0,15.8,30.7,24.8,35.3,11.6,7.2,8.8
50590.0,12.6,36.5,22.2,31.7,10.3,6.4,8.0
50525.0,12.5,29.7,22.5,27.6,10.4,6.9,7.4
56754.0,14.4,29.5,25.6,39.1,11.7,8.2,7.3
60483.0,13.4,26.0,17.3,32.6,10.7,5.9,5.8
43972.0,15.4,33.5,16.9,33.9,13.3,10.5,9.5
51724.0,12.0,30.6,23.9,31.5,10.0,6.0,7.6
36176.0,25.2,37.6,12.3,42.1,19.9,7.3,9.6
53143.0,11.8,30.2,22.7,35.4,11.8,7.0,8.3
51777.0,13.4,31.4,22.8,31.7,12.2,9.7,8.3
44833.0,18.2,29.7,28.0,33.7,13.3,8.6,9.1
43031.0,22.9,41.5,12.6,39.4,15.7,9.4,8.6
56740.0,9.1,44.0,16.7,41.5,12.3,9.2,8.1
66607.0,10.9,21.2,31.6,31.3,11.0,7.4,7.0
55522.0,12.4,36.4,12.5,36.4,12.4,7.2,6.9
62963.0,10.3,31.1,21.4,31.4,12.0,9.1,8.2
120670.0,2.6,12.2,57.9,19.9,6.1,3.8,4.1
37563.0,19.8,46.8,9.0,37.5,16.0,13.9,11.5
58261.0,11.4,34.2,22.1,34.2,13.0,8.1,10.0
49507.0,12.3,38.4,15.2,35.8,12.3,10.2,9.1
58371.0,10.7,33.4,22.9,37.6,12.2,8.1,8.1
61174.0,11.6,27.5,21.6,34.4,10.3,6.4,7.3
47205.0,18.7,39.6,14.7,33.8,13.6,10.2,9.6
60801.0,10.8,31.4,22.9,30.5,12.3,9.1,8.7
38566.0,27.3,27.6,19.8,31.5,16.2,7.5,7.3
37013.0,18.2,42.5,13.4,37.4,15.1,12.5,11.5
52804.0,15.4,42.8,13.4,33.1,11.7,9.8,7.9
46096.0,19.5,35.2,15.0,33.6,12.4,10.3,9.0
70942.0,7.3,29.5,26.8,31.1,10.0,6.9,6.5
47508.0,15.9,40.7,16.4,38.5,12.8,10.2,8.5
60444.0,10.6,26.1,30.1,30.9,10.3,6.1,6.2
46949.0,14.7,43.7,16.1,39.2,14.4,10.5,10.0
68978.0,8.6,29.1,32.4,32.7,10.3,7.0,7.0
65416.0,11.9,37.8,19.9,33.4,12.4,8.3,7.2
122930.0,6.8,15.0,49.9,21.5,9.5,4.3,5.0
101740.0,4.2,15.3,57.8,27.5,9.0,5.5,5.1
42671.0,17.8,30.7,6.9,44.0,17.3,8.2,9.1
45357.0,21.6,29.2,24.5,36.4,12.9,8.2,7.7
33437.0,27.5,37.5,11.0,43.2,19.2,11.2,10.6
56775.0,8.1,35.9,16.9,35.1,13.7,7.9,8.7
40322.0,19.8,46.0,8.5,38.0,15.5,13.9,10.7
27767.0,37.6,30.2,11.4,45.4,22.4,13.1,11.4
45889.0,20.2,43.8,11.3,40.9,15.2,10.1,9.2
69048.0,6.9,36.5,21.4,33.9,10.0,6.7,7.1
52318.0,21.3,22.9,20.7,33.5,12.0,6.6,6.7
44622.0,20.1,34.1,14.5,36.6,13.1,9.7,8.3
71770.0,7.9,32.2,27.7,34.6,10.2,6.9,7.0
58766.0,10.3,32.8,20.4,35.7,12.2,7.5,8.7
61044.0,10.5,31.6,32.4,24.6,10.2,6.8,7.5
31787.0,31.4,39.2,14.7,41.8,19.1,11.6,11.5
59323.0,12.6,43.1,15.7,34.9,11.4,9.3,8.1
49356.0,15.1,36.9,23.6,38.1,11.2,9.5,7.7
46064.0,21.8,47.3,11.5,38.7,14.1,10.0,8.6
58943.0,10.5,30.0,37.4,28.3,10.9,7.4,7.5
44438.0,21.1,36.7,14.4,37.1,16.1,11.9,11.2
34849.0,30.0,44.0,10.4,38.1,16.5,10.8,9.6
29267.0,42.5,39.7,13.3,45.8,20.6,10.9,10.0
39394.0,20.6,38.2,12.1,38.8,14.9,13.3,11.7
61614.0,10.9,27.9,15.4,40.3,12.9,7.3,7.0
53908.0,15.2,24.8,22.2,26.6,11.2,8.1,7.7
48950.0,14.7,30.1,24.6,37.5,15.3,11.0,9.7
70199.0,9.2,28.4,23.6,30.4,8.2,5.3,5.0
34122.0,32.7,33.3,20.5,39.5,16.9,10.7,11.6
46229.0,19.3,42.0,14.4,38.6,13.9,10.2,8.6
53360.0,13.6,34.9,19.3,37.0,12.9,8.6,8.3
36762.0,21.3,39.6,16.5,35.7,14.0,11.8,9.8
44659.0,10.1,38.2,21.9,29.4,11.3,7.4,8.8
78846.0,8.5,25.0,32.5,33.1,10.5,6.3,5.9
44431.0,19.4,41.9,13.0,41.6,16.1,12.2,10.1
57332.0,12.0,33.3,19.5,36.4,13.3,8.5,8.8
54984.0,12.3,28.2,27.2,32.6,11.1,7.0,8.1
44688.0,16.7,46.1,10.6,34.9,14.9,12.8,10.4
51398.0,12.8,27.0,31.5,29.3,13.9,10.2,10.6
56382.0,11.3,27.5,22.3,35.9,12.5,9.1,8.6
44887.0,13.2,44.3,15.8,36.2,15.2,12.9,11.7
45440.0,13.9,44.4,15.7,36.4,13.6,11.0,9.8
43330.0,20.5,40.7,9.9,37.5,13.7,11.6,10.1
38940.0,19.2,46.5,12.6,37.1,17.0,14.5,12.1
47591.0,14.4,43.2,18.3,35.5,13.1,10.9,9.4
41127.0,19.6,39.9,13.2,37.9,16.4,11.4,10.8
54342.0,9.4,49.5,14.2,33.5,12.8,9.9,8.9
41942.0,25.8,35.6,16.0,44.2,16.2,9.3,9.9
36850.0,24.6,42.8,11.7,41.7,17.4,12.4,10.5
44410.0,17.2,33.9,21.3,37.1,14.8,10.1,10.1
